SWEREFID	Stationskoordinat N/X	Stationskoordinat E/Y	Provdatum	Yr	Mo	Day	pH	Alk/Acid (mekv/l)	Cl (mekv/l)	TOC (mg/l)	Abs._F (420nm/5cm)	NO2+NO3-N (?g/l)	Tot-P (?g/l)	SO4* mekv/l	BC* mekv/l	ANC mekv/l
6518055-355776	6518055	355776	3388003200	2011	5	12	6.92	0.17	0.17	5.8	0.058	281	9	0.08549	0.31913	0.214928571
6518055-355776	6518055	355776	3391545600	2011	6	22	6.95	0.178	0.167	5.9	0.057	235	11	0.082799	0.322463	0.224214286
6518055-355776	6518055	355776	3391632000	2011	6	23	7	0.175		5.8			7.9			
6518055-355776	6518055	355776	3393878400	2011	7	19	6.95	0.175	0.164	6.1	0.054	208	10	0.083108	0.324796	0.228142857
6518055-355776	6518055	355776	3395692800	2011	8	9	6.91	0.177	0.162	6.6	0.066	197	10	0.082314	0.317018	0.221928571
6518055-355776	6518055	355776	3395692800	2011	8	9	7.1	0.16		7			8.4			
6518055-355776	6518055	355776	3399408000	2011	9	21	6.89	0.174	0.158	6.9	0.066	239	14	0.077726	0.314462	0.220928571
6518055-355776	6518055	355776	3400704000	2011	10	6	6.8	0.17	0.157	6.8	0.086	239	7	0.074829	0.300573	0.209928571
6518055-355776	6518055	355776	3400704000	2011	10	6	6.8	0.21		6.4			10			
6518055-355776	6518055	355776	3404246400	2011	11	16	6.84	0.174	0.158	6.6	0.065	275	10	0.073726	0.312462	0.220357143
6518055-355776	6518055	355776	3406665600	2011	12	14	6.85	0.182	0.163	5.8	0.064	307	8	0.077211	0.316907	0.219071429
6518055-355776	6518055	355776	3406665600	2011	12	14	7.3	0.17		5.7			16			
6518055-355776	6518055	355776	3409084800	2012	1	11	6.95	0.168	0.167	5.8	0.068	318	4	0.082799	0.308463	0.204285714
6518055-355776	6518055	355776	3412108800	2012	2	15	6.87	0.167	0.165	5.9	0.067	301	5	0.074005	0.310685	0.2165
6518055-355776	6518055	355776	3412108800	2012	2	15	7.2	0.17		5.8			8.4			
6518055-355776	6518055	355776	3415046400	2012	3	20	6.85	0.162	0.164	6.1	0.065	290	6	0.075108	0.325796	0.231285714
6518055-355776	6518055	355776	3417465600	2012	4	17	6.75	0.162	0.164	5.6	0.063	286	6	0.076108	0.318796	0.223571429
6518055-355776	6518055	355776	3417465600	2012	4	17	7.2	0.16		6.5			6.7			
6518055-355776	6518055	355776	3419366400	2012	5	9	6.94	0.169	0.164	6.1	0.063	262	8	0.074108	0.327796	0.236285714
6518055-355776	6518055	355776	3422995200	2012	6	20	6.9	0.175	0.167	6.1	0.061	237	9	0.079799	0.312463	0.217071429
6518055-355776	6518055	355776	3422995200	2012	6	20	7.2	0.17		5.7			8.4			
6518055-355776	6518055	355776	3425328000	2012	7	17	6.93	0.175	0.165	6.1	0.06	229	10	0.080005	0.324685	0.229642857
6518055-355776	6518055	355776	3427920000	2012	8	16	7	0.174	0.162	6	0.057	179	10	0.076314	0.344018	0.256214286
6518055-355776	6518055	355776	3427920000	2012	8	16	7.3	0.17		6.2			11			
6518055-355776	6518055	355776	3430166400	2012	9	11	6.92	0.175	0.162	5.9	0.05	200	12	0.076314	0.297018	0.207714286
6518055-355776	6518055	355776	3432758400	2012	10	11	6.95	0.172	0.161	5.5	0.062	236	11	0.079417	0.301129	0.206142857
6518055-355776	6518055	355776	3432758400	2012	10	11	7.2	0.18		5.1			8.8			
6518055-355776	6518055	355776	3435696000	2012	11	14	6.7	0.171	0.161	6.3	0.0721	278	8	0.075417	0.309729	0.215742857
6518055-355776	6518055	355776	3438201600	2012	12	13	6.97	0.172	0.158	6.4	0.0741	274	6	0.070726	0.282162	0.193128571
6518055-355776	6518055	355776	3438201600	2012	12	13	7.1	0.18		5.9			9.2			
6518055-355776	6518055	355776	3441225600	2013	1	17	6.85	0.164	0.158	6.7	0.075	277	9	0.069726	0.292762	0.204514286
6518055-355776	6518055	355776	3443644800	2013	2	14	6.77	0.166	0.161	6.6	0.077	280	5	0.070417	0.281829	0.1927
6518055-355776	6518055	355776	3443644800	2013	2	14	7.1	0.16		7.1			5.1			
6518055-355776	6518055	355776	3446064000	2013	3	14	6.71	0.162	0.164	6.8	0.079	281	5	0.076108	0.248396	0.153528571
6518055-355776	6518055	355776	3448915200	2013	4	16	6.77	0.159	0.162	6.4	0.077	293	6	0.076314	0.299218	0.203271429
6518055-355776	6518055	355776	3448915200	2013	4	16	7.1	0.16		6			6.7			
6518055-355776	6518055	355776	3451507200	2013	5	16	7.05	0.168	0.159	6.5	0.074	264	7	0.074623	0.302851	0.210642857
6518055-355776	6518055	355776	3454444800	2013	6	19	7.07	0.171	0.165	6.2	0.065	244	10	0.077005	0.312885	0.219771429
6518055-355776	6518055	355776	3454444800	2013	6	19	7.2	0.17		5.9			9.7			
6518055-355776	6518055	355776	3457468800	2013	7	24	7.06	0.172	0.164	6.2	0.059	192	12	0.078108	0.310996	0.220485714
6518055-355776	6518055	355776	3458678400	2013	8	7	6.94	0.173	0.164	6.4	0.058	178	11	0.078108	0.304696	0.215185714
6518055-355776	6518055	355776	3458678400	2013	8	7	7.2	0.18		5.8			7.1			
6518055-355776	6518055	355776	3461702400	2013	9	11	7.04	0.175	0.166	6.1	0.058	143	10	0.078902	0.310074	0.222285714
6518055-355776	6518055	355776	3463862400	2013	10	6	7.1	0.16		5.2			13			
6518055-355776	6518055	355776	3463948800	2013	10	7	6.91	0.17	0.164	6	0.052	196	11	0.081108	0.304196	0.2104
6518055-355776	6518055	355776	3467145600	2013	11	13	6.81	0.162	0.164	5.8	0.057	265	12	0.086108	0.309896	0.206171429
6518055-355776	6518055	355776	3470169600	2013	12	18	6.87	0.161	0.166	6.1	0.065	310	8	0.087902	0.310074	0.201357143
6518055-355776	6518055	355776	3470169600	2013	12	18	7.1	0.17		6.8			6.7			
6518055-355776	6518055	355776	3472588800	2014	1	15	6.75	0.165	0.164	6	0.072	303	6	0.078108	0.299796	0.201357143
6518055-355776	6518055	355776	3474489600	2014	2	6	6.94	0.158	0.163	6	0.067	294	5.2	0.076211	0.304607	0.2087
6518055-355776	6518055	355776	3477254400	2014	3	10	6.89	0.147	0.16	6.4	0.075	293	5.7	0.07052	0.30064	0.210471429
6518055-355776	6518055	355776	3479932800	2014	4	10	6.92	0.144	0.158	6.2	0.069	272	7.3	0.067726	0.283462	0.197571429
6518055-355776	6518055	355776	3483561600	2014	5	22	7.01	0.158	0.158	6.1	0.064	244	7.7	0.068726	0.284762	0.199871429
6518055-355776	6518055	355776	3485894400	2014	6	18	7.09	0.169	0.161	6.3	0.068	180	10.8	0.071417	0.307729	0.224742857
6518055-355776	6518055	355776	3487708800	2014	7	9	7.2	0.171	0.161	6.2	0.053	174	9.1	0.074417	0.309329	0.223771429
6518055-355776	6518055	355776	3489955200	2014	8	4	7.01	0.174	0.163	6	0.051	126	10.1	0.078211	0.311707	0.2258
6518055-355776	6518055	355776	3493756800	2014	9	17	7.05	0.164	0.162	5.7	0.049	126	9.5	0.079314	0.291218	0.2042
6518055-355776	6518055	355776	3496176000	2014	10	15	6.94	0.163	0.16	5.6	0.051	188	10.2	0.07952	0.29584	0.204171429
6518055-355776	6518055	355776	3499200000	2014	11	19	6.94	0.156	0.155	6.1	0.064	284	7.8	0.076035	0.298295	0.203214286
6518055-355776	6518055	355776	3501014400	2014	12	10	6.9	0.158	0.156	6.1	0.067	306	7.1	0.073932	0.287684	0.193142857
6518055-355776	6518055	355776	3504643200	2015	1	21	6.88	0.156	0.16	6.3	0.072	284	6	0.07052	0.29334	0.203814286
6518055-355776	6518055	355776	3506544000	2015	2	12	6.64	0.154	0.163	6.5	0.068	278	5.8	0.067211	0.291807	0.206042857
6518055-355776	6518055	355776	3508876800	2015	3	11	6.94	0.149	0.164	6.2	0.071	274	4.9	0.067108	0.279396	0.194028571
6518055-355776	6518055	355776	3513024000	2015	4	28	7.05	0.159	0.163	6.2	0.064	247	6.4	0.068211	0.284607	0.200057143
6518055-355776	6518055	355776	3514924800	2015	5	20	7.02	0.166	0.163	6.3	0.068	225	9.4	0.067211	0.298607	0.216628571
6518055-355776	6518055	355776	3517257600	2015	6	16	7.04	0.164	0.167	6.2	0.06	227	11.4	0.070799	0.287963	0.202285714
6518055-355776	6518055	355776	3519676800	2015	7	14	7.07	0.167	0.167	5.8	0.056	213	9.5	0.075799	0.300263	0.210585714
6518055-355776	6518055	355776	3521491200	2015	8	4	6.99	0.163	0.166	6.2	0.054	224	9	0.073902	0.301274	0.2127
6518055-355776	6518055	355776	3524688000	2015	9	10	6.92	0.162	0.163	5.7	0.059	208	12.8	0.070211	0.285407	0.201642857
6518055-355776	6518055	355776	3526934400	2015	10	6	6.87	0.166	0.159	6.5	0.068	230	12.9	0.073623	0.294151	0.205371429
6518055-355776	6518055	355776	3530044800	2015	11	11	6.87	0.16	0.16	6.2	0.069	262	8.9	0.07352	0.28364	0.192685714
6518055-355776	6518055	355776	3532464000	2015	12	9	6.88	0.161	0.163	6.1	0.069	289	7	0.072211	0.304407	0.212857143
6518055-355776	6518055	355776	3536006400	2016	1	19	6.9	0.166	0.163	6	0.066	306	5.5	0.070211	0.303907	0.213142857
6518055-355776	6518055	355776	3537302400	2016	2	3	6.87	0.162	0.166	5.8	0.069	273	6.5	0.068902	0.279574	0.1925
6518055-355776	6518055	355776	3540326400	2016	3	9	6.77	0.156	0.165	6.1	0.066	281	5.6	0.067005	0.286685	0.200928571
6518055-355776	6518055	355776	3543955200	2016	4	20	7.04	0.157	0.164	6.2	0.067	260	6.1	0.065108	0.291796	0.209428571
6518055-355776	6518055	355776	3546806400	2016	5	23	7.03	0.163	0.163	6.2	0.06	253	7	0.070211	0.288907	0.201928571
6518055-355776	6518055	355776	3549312000	2016	6	21	6.9	0.165	0.167	6	0.054	217	17.9	0.069799	0.289463	0.2055
6518055-355776	6518055	355776	3550608000	2016	7	6	6.96	0.152	0.168	6	0.052	200	9.6	0.071696	0.287352	0.202714286
6518055-355776	6518055	355776	3554236800	2016	8	17	7.12	0.166	0.17	5.6	0.052	137	10.5	0.07249	0.30713	0.226214286
6518055-355776	6518055	355776	3556656000	2016	9	14	7.05	0.159	0.17	6	0.049	164	8.7	0.07649	0.28513	0.198285714
6518055-355776	6518055	355776	3558556800	2016	10	6	7.03	0.16	0.17	5.5	0.05	189	8.2	0.07649	0.26313	0.1745
6518055-355776	6518055	355776	3562012800	2016	11	15	6.88	0.154	0.17	5.5	0.05	273	8.1	0.08049	0.28313	0.1845
6518055-355776	6518055	355776	3564604800	2016	12	15	6.81	0.154	0.17	5.6	0.061	304	7.3	0.07849	0.28213	0.183285714
6518055-355776	6518055	355776	3567456000	2017	1	17	6.93	0.16	0.17	5.5	0.056	309	6.2	0.07849	0.30313	0.203928571
6518055-355776	6518055	355776	3569875200	2017	2	14	6.9	0.16	0.17	5.6	0.06	289	5.6	0.08049	0.30313	0.203357143
6518055-355776	6518055	355776	3572380800	2017	3	15	6.88	0.16	0.17	5.8	0.061	302	6.2	0.09249	0.30313	0.190428571
6518055-355776	6518055	355776	3574800000	2017	4	12	6.81	0.16	0.17	5.6	0.058	296	5.1	0.09249	0.29013	0.177857143
6518055-355776	6518055	355776	3577737600	2017	5	16	7.02	0.167	0.17	5.6	0.051	293	5.7	0.08249	0.32613	0.224071429
6518055-355776	6518055	355776	3580243200	2017	6	14	7.01	0.173	0.18	5.8	0.049	189	12.4	0.08146	0.30602	0.2125
6518055-355776	6518055	355776	3582662400	2017	7	12	7.13	0.184	0.18	6.3	0.046	141	12.4	0.08146	0.32102	0.230928571
6518055-355776	6518055	355776	3584476800	2017	8	2	7.27	0.191	0.18	6.4	0.041	89	10.6	0.09146	0.33202	0.235642857
6518055-355776	6518055	355776	3588710400	2017	9	20	7.11	0.18	0.18	5.5	0.04	165	10.3	0.09146	0.33002	0.228214286
6518055-355776	6518055	355776	3590611200	2017	10	12	6.99	0.178	0.18	5.4	0.043	197	6.4	0.09146	0.32602	0.221928571
6518055-355776	6518055	355776	3594153600	2017	11	22	6.96	0.172	0.18	5.4	0.049	262	9.3	0.10146	0.32602	0.207285714
6518055-355776	6518055	355776	3596486400	2017	12	19	6.91	0.163	0.18	5.7	0.054	286	6.1	0.09146	0.32502	0.214571429
6559832-380439	6559832	380439	2652393600	1988	1	19	6.48	0.093	0.101	6.4	0.09	300	16	0.126597	0.301789	0.154571429
6559832-380439	6559832	380439	2654467200	1988	2	12	6.39	0.096	0.095	7	0.098	320	16	0.128215	0.308455	0.158142857
6559832-380439	6559832	380439	2657145600	1988	3	14	6.33	0.081	0.09	6.6	0.091	295	12	0.12773	0.28901	0.140928571
6559832-380439	6559832	380439	2659737600	1988	4	13	6.44	0.084	0.096	6.3	0.098	370	15	0.125112	0.300344	0.149571429
6559832-380439	6559832	380439	2662588800	1988	5	16	6.56	0.08	0.092	6.4	0.086	215	15	0.123524	0.289788	0.151642857
6559832-380439	6559832	380439	2664662400	1988	6	9	6.55	0.09	0.088	7	0.086	170	17	0.121936	0.286232	0.152857143
6559832-380439	6559832	380439	2667427200	1988	7	11	6.3	0.103	0.085	6.3	0.072	60	20	0.129245	0.289565	0.156714286
6559832-380439	6559832	380439	2670105600	1988	8	11	6.63	0.114	0.088	6.9	0.063	7	23	0.118936	0.303232	0.1845
6559832-380439	6559832	380439	2672870400	1988	9	12	6.53	0.098	0.085	6.5	0.072	105	18	0.122245	0.288565	0.1595
6559832-380439	6559832	380439	2675548800	1988	10	13	6.51	0.094	0.086	6.5	0.07	185	14	0.121142	0.290454	0.156785714
6559832-380439	6559832	380439	2678400000	1988	11	15	6.57	0.098	0.089	6.5	0.101	225	15	0.118833	0.288121	0.153928571
6559832-380439	6559832	380439	2680732800	1988	12	12	6.52	0.104	0.09	6.1	0.084	245	10	0.12373	0.30001	0.1595
6559832-380439	6559832	380439	2683756800	1989	1	16	6.31	0.107	0.106	6.8	0.091	300	17	0.124082	0.313234	0.168571429
6559832-380439	6559832	380439	2686780800	1989	2	20	6.62	0.098	0.094	6.6	0.076	260	16	0.119318	0.283566	0.146428571
6559832-380439	6559832	380439	2688595200	1989	3	13	6.69	0.101	0.098	6.4	0.095	320	14	0.116906	0.301122	0.162142857
6559832-380439	6559832	380439	2691014400	1989	4	10	6.68	0.083	0.089	6.6	0.085	245	11	0.133833	0.272121	0.1215
6559832-380439	6559832	380439	2694384000	1989	5	19	6.62	0.093	0.087	6.8	0.072	180	12	0.114039	0.282343	0.156142857
6559832-380439	6559832	380439	2696803200	1989	6	16	6.66	0.102	0.087	7.1	0.064	70	16	0.111039	0.286343	0.171
6559832-380439	6559832	380439	2698876800	1989	7	10	6.91	0.122	0.095	7.6	0.059	8	29	0.118215	0.303455	0.185428571
6559832-380439	6559832	380439	2702246400	1989	8	18	6.63	0.128	0.093	6.9	0.052	12	21	0.121421	0.311677	0.190142857
6559832-380439	6559832	380439	2704320000	1989	9	11	6.71	0.125	0.096	7	0.049	15	22	0.123112	0.296344	0.172928571
6559832-380439	6559832	380439	2707516800	1989	10	18	6.64	0.119	0.102	6.7	0.056	19	18	0.122494	0.265678	0.142642857
6559832-380439	6559832	380439	2709763200	1989	11	13	6.66	0.122	0.11	5.8	0.061	106	18	0.13467	0.28779	0.146428571
6559832-380439	6559832	380439	2713046400	1989	12	21	6.58	0.114	0.1	6.3	0.063	174	12	0.1317	0.2949	0.151571429
6559832-380439	6559832	380439	2715811200	1990	1	22	6.39	0.113	0.103	7.6	0.066	281	14	0.127391	0.278567	0.131928571
6559832-380439	6559832	380439	2718316800	1990	2	20	6.65	0.095	0.099	5.2	0.065	348	9	0.122803	0.280011	0.133142857
6559832-380439	6559832	380439	2720390400	1990	3	16	6.54	0.094	0.096	5.8	0.068	257	13	0.123112	0.272344	0.131642857
6559832-380439	6559832	380439	2723414400	1990	4	20	6.66	0.099	0.095	4.9	0.062	233	13	0.126215	0.269455	0.127357143
6559832-380439	6559832	380439	2725488000	1990	5	14	6.7	0.106	0.092	5.9	0.06	129	16	0.128524	0.274788	0.137785714
6559832-380439	6559832	380439	2728252800	1990	6	15	6.67	0.132	0.1	5.8	0.048	5	15	0.1257	0.2839	0.158642857
6559832-380439	6559832	380439	2730499200	1990	7	11	6.56	0.133	0.101	5.6	0.052	3	16	0.122597	0.296789	0.174785714
6559832-380439	6559832	380439	2733955200	1990	8	20	6.53	0.129	0.096	5.5	0.045	4	20	0.119112	0.286344	0.167714286
6559832-380439	6559832	380439	2736374400	1990	9	17	6.76	0.123	0.096	6.2	0.051	12	22	0.117112	0.280344	0.163142857
6559832-380439	6559832	380439	2738534400	1990	10	12	6.64	0.127	0.1	6.3	0.052	33	17	0.1207	0.2809	0.158642857
6559832-380439	6559832	380439	2741817600	1990	11	19	6.66	0.121	0.101	6.2	0.062	206	18	0.123597	0.303789	0.166285714
6559832-380439	6559832	380439	2743977600	1990	12	14	6.64	0.121	0.104	5.3	0.056	278	13	0.126288	0.302456	0.157142857
6559832-380439	6559832	380439	2747001600	1991	1	18	6.48	0.117	0.121	5.7	0.067	324	20	0.138537	0.295569	0.134857143
6559832-380439	6559832	380439	2749420800	1991	2	15	6.52	0.13	0.107	5.3	0.056	301	15	0.127979	0.296123	0.1475
6559832-380439	6559832	380439	2751840000	1991	3	15	6.5	0.119	0.108	5.9	0.062	269	17	0.125876	0.309012	0.164785714
6559832-380439	6559832	380439	2754518400	1991	4	15	6.59	0.112	0.106	5.4	0.055	234	15	0.118082	0.293234	0.159285714
6559832-380439	6559832	380439	2757628800	1991	5	21	6.78	0.121	0.102	5.2	0.044	112	14	0.122494	0.285678	0.156
6559832-380439	6559832	380439	2759616000	1991	6	13	6.61	0.13	0.104	5.4	0.04	41	11	0.134288	0.285456	0.149071429
6559832-380439	6559832	380439	2762035200	1991	7	11	6.59	0.143	0.104	7.9	0.047	82	25	0.123288	0.308456	0.180142857
6559832-380439	6559832	380439	2765059200	1991	8	15	6.56	0.137	0.102	6.5	0.046	25	25	0.122494	0.292678	0.169214286
6559832-380439	6559832	380439	2767996800	1991	9	18	6.66	0.134	0.106	5.5	0.046	9	22	0.117082	0.290234	0.173357143
6559832-380439	6559832	380439	2770243200	1991	10	14	6.7	0.119	0.104	5.2	0.042	16	16	0.121288	0.296456	0.174857143
6559832-380439	6559832	380439	2773526400	1991	11	21	6.66	0.116	0.117	5.7	0.063	274	19	0.132949	0.307013	0.155428571
6559832-380439	6559832	380439	2775254400	1991	12	11	6.6	0.126	0.108	5.1	0.056	254	11	0.128876	0.302012	0.155857143
6559832-380439	6559832	380439	2778105600	1992	1	13	6.67	0.117	0.118	5.4	0.052	307	14	0.146846	0.290902	0.123071429
6559832-380439	6559832	380439	2780870400	1992	2	14	6.6	0.128	0.114	5.3	0.05	232	10	0.136258	0.320346	0.168428571
6559832-380439	6559832	380439	2783635200	1992	3	17	6.72	0.118	0.116	4.9	0.049	261	12	0.131052	0.299124	0.150357143
6559832-380439	6559832	380439	2786140800	1992	4	15	6.7	0.125	0.122	5.2	0.06	264	14	0.136434	0.322458	0.168142857
6559832-380439	6559832	380439	2788992000	1992	5	18	6.92	0.118	0.115	5.7	0.053	150	15	0.128155	0.313235	0.175285714
6559832-380439	6559832	380439	2791411200	1992	6	15	6.75	0.138	0.117	5.6	0.045	25	14	0.125949	0.315013	0.188214286
6559832-380439	6559832	380439	2793484800	1992	7	9	6.62	0.153	0.121	5.5	0.039	10	17	0.127537	0.338569	0.211285714
6559832-380439	6559832	380439	2796422400	1992	8	12	6.52	0.143	0.124	5.7	0.039	21	23	0.133228	0.307236	0.1735
6559832-380439	6559832	380439	2799878400	1992	9	21	6.76	0.136	0.121	5.1	0.033	6	23	0.124537	0.293569	0.169571429
6559832-380439	6559832	380439	2801692800	1992	10	12	6.77	0.135	0.123	5	0.041	12	22	0.123331	0.289347	0.166142857
6559832-380439	6559832	380439	2804457600	1992	11	13	6.69	0.138	0.122	5.3	0.057	66	16	0.132434	0.321458	0.185285714
6559832-380439	6559832	380439	2807222400	1992	12	15	6.74	0.169	0.156	6.7	0.102	363	46	0.159932	0.388684	0.204071429
6559832-380439	6559832	380439	2809900800	1993	1	15	6.65	0.115	0.114	5.2	0.034	249	11	0.129258	0.285346	0.139214286
6559832-380439	6559832	380439	2812579200	1993	2	15	6.67	0.12	0.129	5	0.06	291	10	0.134713	0.303681	0.149214286
6559832-380439	6559832	380439	2814998400	1993	3	15	6.55	0.118	0.123	5.8	0.053	270	13	0.134331	0.319347	0.166714286
6559832-380439	6559832	380439	2817763200	1993	4	16	6.72	0.127	0.13	5.8	0.053	193	12	0.12761	0.31457	0.174214286
6559832-380439	6559832	380439	2820182400	1993	5	14	6.69	0.157	0.127	6.1	0.06	90	16	0.129919	0.357903	0.222571429
6559832-380439	6559832	380439	2822947200	1993	6	15	6.87	0.145	0.12	6.1	0.048	29	18	0.12464	0.32168	0.195928571
6559832-380439	6559832	380439	2825452800	1993	7	14	6.88	0.117	0.12	6.3	0.05	6	24	0.12964	0.31768	0.188571429
6559832-380439	6559832	380439	2828390400	1993	8	17	6.76	0.132	0.125	5.2	0.04	3	22	0.127125	0.294125	0.167785714
6559832-380439	6559832	380439	2830723200	1993	9	13	6.76	0.129	0.121	5.3	0.042	37	12	0.124537	0.293569	0.167357143
6559832-380439	6559832	380439	2833142400	1993	10	11	6.67	0.125	0.119	5.2	0.053	74	16	0.125743	0.299791	0.169714286
6559832-380439	6559832	380439	2836166400	1993	11	15	6.73	0.158	0.139	6.7	0.089	276	24	0.136683	0.384571	0.229285714
6559832-380439	6559832	380439	2838672000	1993	12	14	6.62	0.137	0.14	6	0.077	326	20	0.13858	0.36946	0.208714286
6559832-380439	6559832	380439	2841609600	1994	1	17	6.57	0.122	0.133	5.4	0.062	272	11	0.132301	0.321237	0.170571429
6559832-380439	6559832	380439	2844633600	1994	2	21	6.47	0.11	0.125	6.1	0.06	284	10	0.128125	0.311125	0.163714286
6559832-380439	6559832	380439	2846361600	1994	3	13	6.65	0.124	0.132	5.6	0.06	259	14	0.133404	0.314348	0.1635
6559832-380439	6559832	380439	2849040000	1994	4	13	6.59	0.126	0.127	6.2	0.081	215	13	0.124919	0.301903	0.162642857
6559832-380439	6559832	380439	2851804800	1994	5	15	6.87	0.117	0.118	5.9	0.07	145	17	0.119846	0.298902	0.169642857
6559832-380439	6559832	380439	2854483200	1994	6	15	6.97	0.123	0.118	6	0.063	72	23	0.122846	0.299902	0.172857143
6559832-380439	6559832	380439	2857334400	1994	7	18	6.87	0.145	0.134	6.4	0.059	7	16	0.127198	0.315126	0.1885
6559832-380439	6559832	380439	2859753600	1994	8	15	6.86	0.161	0.129	6	0.047	16	20	0.119713	0.328681	0.208857143
6559832-380439	6559832	380439	2862345600	1994	9	14	7.01	0.156	0.129	6.2	0.059	48	25	0.121713	0.309681	0.185571429
6559832-380439	6559832	380439	2865283200	1994	10	18	6.83	0.137	0.139	6.5	0.069	157	19	0.123683	0.306571	0.172785714
6559832-380439	6559832	380439	2867616000	1994	11	14	6.67	0.131	0.125	6.1	0.077	218	22	0.126125	0.320125	0.179428571
6559832-380439	6559832	380439	2870208000	1994	12	14	6.72	0.122	0.127	7	0.074	223	14	0.139919	0.334903	0.180071429
6559832-380439	6559832	380439	2873059200	1995	1	16	6.6	0.12	0.121	6.1	0.075	274	10	0.119537	0.312569	0.174428571
6559832-380439	6559832	380439	2875564800	1995	2	14	6.6	0.119	0.126	6.6	0.075	250	15	0.122022	0.311014	0.172142857
6559832-380439	6559832	380439	2877984000	1995	3	14	6.68	0.114	0.128	6.1	0.073	240	14	0.118816	0.297792	0.162857143
6559832-380439	6559832	380439	2881008000	1995	4	18	6.88	0.113	0.118	6.2	0.064	195	13	0.114846	0.296902	0.169071429
6559832-380439	6559832	380439	2883340800	1995	5	15	6.84	0.113	0.113	6.6	0.071	179	13	0.115361	0.295457	0.168214286
6559832-380439	6559832	380439	2885932800	1995	6	14	6.77	0.119	0.124	6.7	0.078	169	17	0.115228	0.292236	0.165928571
6559832-380439	6559832	380439	2888784000	1995	7	17	6.73	0.122	0.113	6.4	0.084	125	24	0.111361	0.297457	0.178071429
6559832-380439	6559832	380439	2891289600	1995	8	15	7.02	0.135	0.127	6.2	0.067	3	15	0.109919	0.282903	0.173785714
6559832-380439	6559832	380439	2894227200	1995	9	18	6.9	0.143	0.124	6.3	0.063	16	26	0.107228	0.293236	0.185857143
